sampleid	percent	reads	taxon_id	Kingdom	Phylum
DT08PM01	5.79594	366587	203682	Bacteria	Planctomycetes
DT08PM01	2.287359	144673	74201	Bacteria	Verrucomicrobia
DT08PM01	2.169997	137250	200795	Bacteria	Chloroflexi
DT08PM01	1.855178	117338	976	Bacteria	Bacteroidetes
DT08PM01	1.36298	86207	1239	Bacteria	Firmicutes
DT08PM01	0.739997	46804	1117	Bacteria	Cyanobacteria
DT08PM01	0.432482	27354	142182	Bacteria	Gemmatimonadetes
DT08PM01	0.306013	19355	1752708	Bacteria	Candidatus Rokubacteria
DT08PM01	0.240178	15191	40117	Bacteria	Nitrospirae
DT08PM01	0.192636	12184	67819	Bacteria	Armatimonadetes
DT08PM01	0.177331	11216	1134404	Bacteria	Ignavibacteriae
DT08PM01	0.122389	7741	1297	Bacteria	Deinococcus-Thermus
DT08PM01	0.119449	7555	204428	Bacteria	Chlamydiae
DT08PM01	0.103496	6546	203691	Bacteria	Spirochaetes
DT08PM01	0.095211	6022	1154676	Bacteria	Candidatus Eremiobacteraeota
DT08PM01	0.078594	4971	1798710	Bacteria	Candidatus Melainabacteria
DT08PM01	0.077835	4923	2052312	Bacteria	Candidatus Dormibacteraeota
DT08PM01	0.066262	4191	74152	Bacteria	Elusimicrobia
DT08PM01	0.050657	3204	67812	Bacteria	Candidatus Omnitrophica
DT08PM01	0.05023	3177	1855361	Bacteria	Candidatus Kryptonia
DT08PM01	0.046515	2942	256845	Bacteria	Lentisphaerae
DT08PM01	0.04253	2690	1817801	Bacteria	Candidatus Eisenbacteria
DT08PM01	0.038688	2447	1802339	Bacteria	Candidatus Tectomicrobia
DT08PM01	0.033123	2095	1930617	Bacteria	Calditrichaeota
DT08PM01	0.032981	2086	67817	Bacteria	Candidatus Aminicenantes
DT08PM01	0.027637	1748	1090	Bacteria	Chlorobi
DT08PM01	0.026609	1683	95818	Bacteria	Candidatus Saccharibacteria
DT08PM01	0.026261	1661	1379697	Bacteria	candidate division Zixibacteria
DT08PM01	0.024459	1547	640293	Bacteria	candidate division NC10
DT08PM01	0.022277	1409	1293497	Bacteria	Nitrospinae
DT08PM01	0.019795	1252	265317	Bacteria	Candidatus Poribacteria
DT08PM01	0.017186	1087	1936987	Bacteria	Balneolaeota
DT08PM01	0.01687	1067	74015	Bacteria	Candidatus Latescibacteria
DT08PM01	0.016791	1062	62680	Bacteria	Candidatus Marinimicrobia
DT08PM01	0.014641	926	1752716	Bacteria	Candidatus Dadabacteria
DT08PM01	0.013977	884	508458	Bacteria	Synergistetes
DT08PM01	0.013882	878	200918	Bacteria	Thermotogae
DT08PM01	0.012032	761	142187	Bacteria	Candidatus Hydrogenedentes
DT08PM01	0.011415	722	200783	Bacteria	Aquificae
DT08PM01	0.01132	716	1853220	Bacteria	Rhodothermaeota
DT08PM01	0.011241	711	1817806	Bacteria	Candidatus Handelsmanbacteria
DT08PM01	0.010308	652	1619053	Bacteria	Candidatus Peregrinibacteria
DT08PM01	0.010198	645	1752734	Bacteria	Candidatus Kaiserbacteria
DT08PM01	0.010071	637	221216	Bacteria	Candidatus Parcubacteria
DT08PM01	0.010056	636	200295	Bacteria	Candidatus Sumerlaeota
DT08PM01	0.009818	621	200940	Bacteria	Thermodesulfobacteria
DT08PM01	0.00898	568	544448	Bacteria	Tenericutes
DT08PM01	0.008522	539	134625	Bacteria	Kiritimatiellaeota
DT08PM01	0.00702	444	32066	Bacteria	Fusobacteria
DT08PM01	0.006941	439	65842	Bacteria	Fibrobacteres
DT08PM01	0.006435	407	456828	Bacteria	Candidatus Cloacimonetes
DT08PM01	0.005818	368	1752732	Bacteria	Candidatus Uhrbacteria
DT08PM01	0.005455	345	1052815	Bacteria	Candidatus Aerophobetes
DT08PM01	0.005407	342	1752737	Bacteria	Candidatus Moranbacteria
DT08PM01	0.005328	337	1703755	Bacteria	candidate division WOR-3
DT08PM01	0.005328	337	1752723	Bacteria	Candidatus Roizmanbacteria
DT08PM01	0.005138	325	67810	Bacteria	Candidatus Bipolaricaulota
DT08PM01	0.005123	324	1752731	Bacteria	Candidatus Magasanikbacteria
DT08PM01	0.005059	320	2093358	Bacteria	Candidatus Abyssubacteria
DT08PM01	0.00468	296	1817799	Bacteria	Candidatus Doudnabacteria
DT08PM01	0.004601	291	1752719	Bacteria	Candidatus Levybacteria
DT08PM01	0.00449	284	1817811	Bacteria	Candidatus Schekmanbacteria
DT08PM01	0.004474	283	200930	Bacteria	Deferribacteres
DT08PM01	0.004443	281	2109258	Bacteria	Abditibacteriota
DT08PM01	0.004332	274	1752729	Bacteria	Candidatus Nomurabacteria
DT08PM01	0.004142	262	1752728	Bacteria	Candidatus Falkowbacteria
DT08PM01	0.004111	260	1752720	Bacteria	Candidatus Gottesmanbacteria
DT08PM01	0.004	253	67818	Bacteria	Atribacterota
DT08PM01	0.004	253	1752722	Bacteria	Candidatus Woesebacteria
DT08PM01	0.003715	235	200938	Bacteria	Chrysiogenetes
DT08PM01	0.003526	223	1752733	Bacteria	Candidatus Yanofskybacteria
DT08PM01	0.003368	213	1817919	Bacteria	Candidatus Taylorbacteria
DT08PM01	0.003146	199	1817808	Bacteria	Candidatus Margulisbacteria
DT08PM01	0.002878	182	1662329	Bacteria	Candidatus Kapabacteria
DT08PM01	0.002878	182	1752736	Bacteria	Candidatus Adlerbacteria
DT08PM01	0.002846	180	1817807	Bacteria	Candidatus Lindowbacteria
DT08PM01	0.002735	173	422282	Bacteria	candidate division WWE3
DT08PM01	0.002735	173	1817810	Bacteria	Candidatus Riflebacteria
DT08PM01	0.00264	167	1817797	Bacteria	Candidatus Coatesbacteria
DT08PM01	0.002625	166	1752718	Bacteria	Candidatus Daviesbacteria
DT08PM01	0.002577	163	1819803	Bacteria	Candidatus Desantisbacteria
DT08PM01	0.002561	162	1618330	Bacteria	Candidatus Berkelbacteria
DT08PM01	0.002498	158	1729712	Bacteria	Candidatus Fermentibacteria
DT08PM01	0.002293	145	1817916	Bacteria	Candidatus Staskawiczbacteria
DT08PM01	0.002293	145	2798537	Bacteria	Candidatus Blackallbacteria
DT08PM01	0.002213	140	1817805	Bacteria	Candidatus Glassbacteria
DT08PM01	0.002024	128	1817909	Bacteria	Candidatus Liptonbacteria
DT08PM01	0.001897	120	1817812	Bacteria	Candidatus Wallbacteria
DT08PM01	0.001897	120	1817911	Bacteria	Candidatus Nealsonbacteria
DT08PM01	0.001881	119	1817925	Bacteria	Candidatus Zambryskibacteria
DT08PM01	0.00166	105	67814	Bacteria	Caldiserica
DT08PM01	0.00166	105	1817809	Bacteria	Candidatus Raymondbacteria
DT08PM01	0.001613	102	1817917	Bacteria	Candidatus Sungbacteria
DT08PM01	0.001565	99	1817905	Bacteria	Candidatus Harrisonbacteria
DT08PM01	0.001534	97	1817903	Bacteria	Candidatus Buchananbacteria
DT08PM01	0.001518	96	1752717	Bacteria	Candidatus Curtissbacteria
DT08PM01	0.001502	95	1817803	Bacteria	Candidatus Fischerbacteria
DT08PM01	0.001439	91	1752735	Bacteria	Candidatus Wolfebacteria
DT08PM01	0.001439	91	1817802	Bacteria	Candidatus Firestonebacteria
DT08PM01	0.001423	90	1817910	Bacteria	Candidatus Lloydbacteria
DT08PM01	0.001407	89	1752738	Bacteria	Candidatus Giovannonibacteria
DT08PM01	0.001376	87	1817899	Bacteria	Candidatus Woykebacteria
DT08PM01	0.00136	86	1752721	Bacteria	Candidatus Shapirobacteria
DT08PM01	0.00136	86	1817913	Bacteria	Candidatus Portnoybacteria
DT08PM01	0.001249	79	1752724	Bacteria	Candidatus Pacebacteria
DT08PM01	0.001217	77	1817914	Bacteria	Candidatus Ryanbacteria
DT08PM01	0.001202	76	67820	Bacteria	Candidatus Microgenomates
DT08PM01	0.001123	71	1817800	Bacteria	Candidatus Edwardsbacteria
DT08PM01	0.001107	70	1752739	Bacteria	Candidatus Jorgensenbacteria
DT08PM01	0.001059	67	1752730	Bacteria	Candidatus Amesbacteria
DT08PM01	0.001043	66	1817804	Bacteria	Candidatus Fraserbacteria
DT08PM01	0.001012	64	1817907	Bacteria	Candidatus Kerfeldbacteria
DT08PM01	0.000964	61	2093364	Bacteria	Candidatus Aureabacteria
DT08PM01	0.000901	57	1752727	Bacteria	Candidatus Campbellbacteria
DT08PM01	0.000901	57	1817904	Bacteria	Candidatus Colwellbacteria
DT08PM01	0.000901	57	2498705	Bacteria	Candidatus Cryosericota
DT08PM01	0.000854	54	1130266	Bacteria	Candidatus Hydrothermae
DT08PM01	0.000854	54	1817924	Bacteria	Candidatus Yonathbacteria
DT08PM01	0.000822	52	2576005	Bacteria	candidate division LCP-89
DT08PM01	0.000806	51	1817908	Bacteria	Candidatus Komeilibacteria
DT08PM01	0.000759	48	1752725	Bacteria	Candidatus Collierbacteria
DT08PM01	0.000759	48	1817922	Bacteria	Candidatus Vogelbacteria
DT08PM01	0.000743	47	1752726	Bacteria	Candidatus Beckwithbacteria
DT08PM01	0.000743	47	1752741	Bacteria	Candidatus Azambacteria
DT08PM01	0.000711	45	1817901	Bacteria	Candidatus Andersenbacteria
DT08PM01	0.000696	44	2013583	Bacteria	Candidatus Goldbacteria
DT08PM01	0.000664	42	68297	Bacteria	Dictyoglomi
DT08PM01	0.000664	42	1817923	Bacteria	Candidatus Wildermuthbacteria
DT08PM01	0.000632	40	1817912	Bacteria	Candidatus Niyogibacteria
DT08PM01	0.000617	39	1817900	Bacteria	Candidatus Chisholmbacteria
DT08PM01	0.000601	38	1704031	Bacteria	candidate division KD3-62
DT08PM01	0.000553	35	1618339	Bacteria	candidate division CPR2
DT08PM01	0.000553	35	2138240	Bacteria	Coprothermobacterota
DT08PM01	0.000538	34	363464	Bacteria	Candidatus Gracilibacteria
DT08PM01	0.000474	30	1752740	Bacteria	Candidatus Kuenenbacteria
DT08PM01	0.000474	30	1817898	Bacteria	Candidatus Blackburnbacteria
DT08PM01	0.000459	29	2798536	Bacteria	Candidatus Gribaldobacteria
DT08PM01	0.000443	28	1817915	Bacteria	Candidatus Spechtbacteria
DT08PM01	0.000411	26	1817920	Bacteria	Candidatus Terrybacteria
DT08PM01	0.000316	20	1618340	Bacteria	candidate division CPR3
DT08PM01	0.000316	20	2301208	Bacteria	Candidatus Cerribacteria
DT08PM01	0.000316	20	2767197	Bacteria	Candidatus Muirbacteria
DT08PM01	0.0003	19	1817798	Bacteria	Candidatus Delongbacteria
DT08PM01	0.000285	18	1817796	Bacteria	Candidatus Abawacabacteria
DT08PM01	0.000285	18	1817918	Bacteria	Candidatus Tagabacteria
DT08PM01	0.000269	17	221235	Bacteria	Candidatus Absconditabacteria
DT08PM01	0.000269	17	1817926	Bacteria	Candidatus Wirthbacteria
DT08PM01	0.000174	11	1817906	Bacteria	Candidatus Jacksonbacteria
DT08PM01	0.000174	11	2703810	Bacteria	Candidatus Mcinerneyibacteriota
DT08PM01	0.000126	8	1618338	Bacteria	candidate division CPR1
DT08PM01	0.000063	4	1817902	Bacteria	Candidatus Brennerbacteria
DT09PM03	36.460461	2216544	1224	Bacteria	Proteobacteria
DT09PM03	24.944397	1516447	57723	Bacteria	Acidobacteria
DT09PM03	13.999865	851095	201174	Bacteria	Actinobacteria
DT09PM03	5.750785	349608	203682	Bacteria	Planctomycetes
DT09PM03	1.738191	105670	74201	Bacteria	Verrucomicrobia
DT09PM03	1.480925	90030	976	Bacteria	Bacteroidetes
DT09PM03	1.337405	81305	1239	Bacteria	Firmicutes
DT09PM03	1.095618	66606	200795	Bacteria	Chloroflexi
DT09PM03	0.71416	43416	1117	Bacteria	Cyanobacteria
DT09PM03	0.326534	19851	142182	Bacteria	Gemmatimonadetes
DT09PM03	0.2774	16864	1752708	Bacteria	Candidatus Rokubacteria
DT09PM03	0.255226	15516	1134404	Bacteria	Ignavibacteriae
DT09PM03	0.221045	13438	40117	Bacteria	Nitrospirae
DT09PM03	0.180432	10969	204428	Bacteria	Chlamydiae
DT09PM03	0.176796	10748	67819	Bacteria	Armatimonadetes
DT09PM03	0.119273	7251	1297	Bacteria	Deinococcus-Thermus
DT09PM03	0.110243	6702	1798710	Bacteria	Candidatus Melainabacteria
DT09PM03	0.10437	6345	1154676	Bacteria	Candidatus Eremiobacteraeota
DT09PM03	0.100604	6116	203691	Bacteria	Spirochaetes
DT09PM03	0.066142	4021	1855361	Bacteria	Candidatus Kryptonia
DT09PM03	0.047982	2917	74152	Bacteria	Elusimicrobia
DT09PM03	0.04563	2774	67812	Bacteria	Candidatus Omnitrophica
DT09PM03	0.039955	2429	256845	Bacteria	Lentisphaerae
DT09PM03	0.034971	2126	67817	Bacteria	Candidatus Aminicenantes
DT09PM03	0.034642	2106	1802339	Bacteria	Candidatus Tectomicrobia
DT09PM03	0.033079	2011	1930617	Bacteria	Calditrichaeota
DT09PM03	0.032652	1985	1817801	Bacteria	Candidatus Eisenbacteria
DT09PM03	0.031385	1908	2052312	Bacteria	Candidatus Dormibacteraeota
DT09PM03	0.026533	1613	1379697	Bacteria	candidate division Zixibacteria
DT09PM03	0.025019	1521	1090	Bacteria	Chlorobi
DT09PM03	0.021976	1336	640293	Bacteria	candidate division NC10
DT09PM03	0.021154	1286	1293497	Bacteria	Nitrospinae
DT09PM03	0.019328	1175	265317	Bacteria	Candidatus Poribacteria
DT09PM03	0.015923	968	62680	Bacteria	Candidatus Marinimicrobia
DT09PM03	0.015281	929	1936987	Bacteria	Balneolaeota
DT09PM03	0.014771	898	74015	Bacteria	Candidatus Latescibacteria
DT09PM03	0.014113	858	200918	Bacteria	Thermotogae
DT09PM03	0.014064	855	508458	Bacteria	Synergistetes
DT09PM03	0.013538	823	95818	Bacteria	Candidatus Saccharibacteria
DT09PM03	0.013143	799	1752716	Bacteria	Candidatus Dadabacteria
DT09PM03	0.012386	753	142187	Bacteria	Candidatus Hydrogenedentes
DT09PM03	0.012057	733	1853220	Bacteria	Rhodothermaeota
DT09PM03	0.010018	609	221216	Bacteria	Candidatus Parcubacteria
DT09PM03	0.009689	589	200783	Bacteria	Aquificae
DT09PM03	0.00959	583	200940	Bacteria	Thermodesulfobacteria
DT09PM03	0.008915	542	200295	Bacteria	Candidatus Sumerlaeota
DT09PM03	0.008718	530	1817806	Bacteria	Candidatus Handelsmanbacteria
DT09PM03	0.008702	529	1619053	Bacteria	Candidatus Peregrinibacteria
DT09PM03	0.008192	498	544448	Bacteria	Tenericutes
DT09PM03	0.008142	495	134625	Bacteria	Kiritimatiellaeota
DT09PM03	0.007649	465	456828	Bacteria	Candidatus Cloacimonetes
DT09PM03	0.007106	432	32066	Bacteria	Fusobacteria
DT09PM03	0.006136	373	1703755	Bacteria	candidate division WOR-3
DT09PM03	0.006053	368	1752734	Bacteria	Candidatus Kaiserbacteria
DT09PM03	0.005823	354	65842	Bacteria	Fibrobacteres
DT09PM03	0.005593	340	1052815	Bacteria	Candidatus Aerophobetes
DT09PM03	0.005313	323	200930	Bacteria	Deferribacteres
DT09PM03	0.00505	307	1817811	Bacteria	Candidatus Schekmanbacteria
DT09PM03	0.005001	304	67810	Bacteria	Candidatus Bipolaricaulota
DT09PM03	0.004885	297	1752737	Bacteria	Candidatus Moranbacteria
DT09PM03	0.004622	281	1752732	Bacteria	Candidatus Uhrbacteria
DT09PM03	0.004408	268	1752731	Bacteria	Candidatus Magasanikbacteria
DT09PM03	0.004244	258	2093358	Bacteria	Candidatus Abyssubacteria
DT09PM03	0.004195	255	1752723	Bacteria	Candidatus Roizmanbacteria
DT09PM03	0.004195	255	2109258	Bacteria	Abditibacteriota
DT09PM03	0.004079	248	67818	Bacteria	Atribacterota
DT09PM03	0.004047	246	1752722	Bacteria	Candidatus Woesebacteria
DT09PM03	0.003652	222	200938	Bacteria	Chrysiogenetes
DT09PM03	0.003438	209	1752720	Bacteria	Candidatus Gottesmanbacteria
DT09PM03	0.002994	182	1752728	Bacteria	Candidatus Falkowbacteria
DT09PM03	0.002912	177	1817807	Bacteria	Candidatus Lindowbacteria
DT09PM03	0.002912	177	1817808	Bacteria	Candidatus Margulisbacteria
DT09PM03	0.002846	173	1819803	Bacteria	Candidatus Desantisbacteria
DT09PM03	0.00278	169	1817797	Bacteria	Candidatus Coatesbacteria
DT09PM03	0.002763	168	1817810	Bacteria	Candidatus Riflebacteria
DT09PM03	0.002599	158	1662329	Bacteria	Candidatus Kapabacteria
DT09PM03	0.002467	150	1817799	Bacteria	Candidatus Doudnabacteria
DT09PM03	0.002418	147	1752733	Bacteria	Candidatus Yanofskybacteria
DT09PM03	0.002352	143	2798537	Bacteria	Candidatus Blackallbacteria
DT09PM03	0.002319	141	1752729	Bacteria	Candidatus Nomurabacteria
DT09PM03	0.002286	139	422282	Bacteria	candidate division WWE3
DT09PM03	0.002171	132	1618330	Bacteria	Candidatus Berkelbacteria
DT09PM03	0.002171	132	1817909	Bacteria	Candidatus Liptonbacteria
DT09PM03	0.002138	130	1752719	Bacteria	Candidatus Levybacteria
DT09PM03	0.002089	127	1729712	Bacteria	Candidatus Fermentibacteria
DT09PM03	0.001859	113	1817805	Bacteria	Candidatus Glassbacteria
DT09PM03	0.001744	106	1817911	Bacteria	Candidatus Nealsonbacteria
DT09PM03	0.001711	104	1817903	Bacteria	Candidatus Buchananbacteria
DT09PM03	0.001596	97	1817803	Bacteria	Candidatus Fischerbacteria
DT09PM03	0.001579	96	1817809	Bacteria	Candidatus Raymondbacteria
DT09PM03	0.001546	94	1752718	Bacteria	Candidatus Daviesbacteria
DT09PM03	0.001546	94	1817800	Bacteria	Candidatus Edwardsbacteria
DT09PM03	0.001464	89	1817812	Bacteria	Candidatus Wallbacteria
DT09PM03	0.001464	89	1817905	Bacteria	Candidatus Harrisonbacteria
DT09PM03	0.001398	85	1817916	Bacteria	Candidatus Staskawiczbacteria
DT09PM03	0.001365	83	1752735	Bacteria	Candidatus Wolfebacteria
DT09PM03	0.001365	83	1817919	Bacteria	Candidatus Taylorbacteria
DT09PM03	0.001316	80	1817802	Bacteria	Candidatus Firestonebacteria
DT09PM03	0.001267	77	1817917	Bacteria	Candidatus Sungbacteria
DT09PM03	0.00125	76	67814	Bacteria	Caldiserica
DT09PM03	0.00125	76	1752730	Bacteria	Candidatus Amesbacteria
DT09PM03	0.001201	73	1817908	Bacteria	Candidatus Komeilibacteria
DT09PM03	0.001168	71	68297	Bacteria	Dictyoglomi
DT09PM03	0.001168	71	1817914	Bacteria	Candidatus Ryanbacteria
DT09PM03	0.001151	70	1130266	Bacteria	Candidatus Hydrothermae
DT09PM03	0.001151	70	1817925	Bacteria	Candidatus Zambryskibacteria
DT09PM03	0.001086	66	2498705	Bacteria	Candidatus Cryosericota
DT09PM03	0.001069	65	1817907	Bacteria	Candidatus Kerfeldbacteria
DT09PM03	0.001069	65	1817923	Bacteria	Candidatus Wildermuthbacteria
DT09PM03	0.001053	64	1752739	Bacteria	Candidatus Jorgensenbacteria
DT09PM03	0.001036	63	1752717	Bacteria	Candidatus Curtissbacteria
DT09PM03	0.001036	63	1752724	Bacteria	Candidatus Pacebacteria
DT09PM03	0.001036	63	1752738	Bacteria	Candidatus Giovannonibacteria
DT09PM03	0.000987	60	1752721	Bacteria	Candidatus Shapirobacteria
DT09PM03	0.000987	60	2576005	Bacteria	candidate division LCP-89
DT09PM03	0.000954	58	1817899	Bacteria	Candidatus Woykebacteria
DT09PM03	0.000905	55	1817924	Bacteria	Candidatus Yonathbacteria
DT09PM03	0.000872	53	1817913	Bacteria	Candidatus Portnoybacteria
DT09PM03	0.000839	51	1817910	Bacteria	Candidatus Lloydbacteria
DT09PM03	0.00079	48	1752727	Bacteria	Candidatus Campbellbacteria
DT09PM03	0.000707	43	67820	Bacteria	Candidatus Microgenomates
DT09PM03	0.000691	42	1752725	Bacteria	Candidatus Collierbacteria
DT09PM03	0.000691	42	1817804	Bacteria	Candidatus Fraserbacteria
DT09PM03	0.000674	41	1752736	Bacteria	Candidatus Adlerbacteria
DT09PM03	0.000674	41	1817920	Bacteria	Candidatus Terrybacteria
DT09PM03	0.000674	41	1817926	Bacteria	Candidatus Wirthbacteria
DT09PM03	0.000625	38	2093364	Bacteria	Candidatus Aureabacteria
DT09PM03	0.000609	37	1752726	Bacteria	Candidatus Beckwithbacteria
DT09PM03	0.000543	33	363464	Bacteria	Candidatus Gracilibacteria
DT09PM03	0.000543	33	1752740	Bacteria	Candidatus Kuenenbacteria
DT09PM03	0.000543	33	1752741	Bacteria	Candidatus Azambacteria
DT09PM03	0.00051	31	1704031	Bacteria	candidate division KD3-62
DT09PM03	0.00051	31	1817912	Bacteria	Candidatus Niyogibacteria
DT09PM03	0.00051	31	2013583	Bacteria	Candidatus Goldbacteria
DT09PM03	0.000461	28	1618339	Bacteria	candidate division CPR2
DT09PM03	0.000428	26	1618338	Bacteria	candidate division CPR1
DT09PM03	0.000428	26	1817904	Bacteria	Candidatus Colwellbacteria
DT09PM03	0.000411	25	1817900	Bacteria	Candidatus Chisholmbacteria
DT09PM03	0.000378	23	1817915	Bacteria	Candidatus Spechtbacteria
DT09PM03	0.000378	23	1817922	Bacteria	Candidatus Vogelbacteria
DT09PM03	0.000378	23	2798536	Bacteria	Candidatus Gribaldobacteria
DT09PM03	0.000362	22	1817901	Bacteria	Candidatus Andersenbacteria
DT09PM03	0.000329	20	221235	Bacteria	Candidatus Absconditabacteria
DT09PM03	0.000329	20	1817796	Bacteria	Candidatus Abawacabacteria
DT09PM03	0.000329	20	1817898	Bacteria	Candidatus Blackburnbacteria
DT09PM03	0.000296	18	2138240	Bacteria	Coprothermobacterota
DT09PM03	0.00028	17	1817798	Bacteria	Candidatus Delongbacteria
DT09PM03	0.000263	16	2767197	Bacteria	Candidatus Muirbacteria
DT09PM03	0.000247	15	1618340	Bacteria	candidate division CPR3
DT09PM03	0.000247	15	2301208	Bacteria	Candidatus Cerribacteria
DT09PM03	0.000214	13	2703810	Bacteria	Candidatus Mcinerneyibacteriota
DT09PM03	0.000164	10	1817918	Bacteria	Candidatus Tagabacteria
DT09PM03	0.000115	7	1817906	Bacteria	Candidatus Jacksonbacteria
DT09PM03	0.000066	4	1817902	Bacteria	Candidatus Brennerbacteria
DT09PM03	0.000016	1	1817921	Bacteria	Candidatus Veblenbacteria
DT10PM04	38.605598	2442558	1224	Bacteria	Proteobacteria
DT10PM04	19.166779	1212673	201174	Bacteria	Actinobacteria
DT10PM04	15.181652	960536	57723	Bacteria	Acidobacteria
DT10PM04	5.23892	331464	203682	Bacteria	Planctomycetes
DT10PM04	2.710467	171490	976	Bacteria	Bacteroidetes
DT10PM04	2.442755	154552	74201	Bacteria	Verrucomicrobia
DT10PM04	2.042405	129222	200795	Bacteria	Chloroflexi
DT10PM04	1.479322	93596	1239	Bacteria	Firmicutes
DT10PM04	1.202222	76064	1117	Bacteria	Cyanobacteria
DT10PM04	1.127431	71332	142182	Bacteria	Gemmatimonadetes
DT10PM04	0.266495	16861	1752708	Bacteria	Candidatus Rokubacteria
DT10PM04	0.232655	14720	67819	Bacteria	Armatimonadetes
DT10PM04	0.209137	13232	40117	Bacteria	Nitrospirae
DT10PM04	0.148097	9370	1297	Bacteria	Deinococcus-Thermus
DT10PM04	0.133445	8443	204428	Bacteria	Chlamydiae
DT10PM04	0.102229	6468	203691	Bacteria	Spirochaetes
DT10PM04	0.089854	5685	1134404	Bacteria	Ignavibacteriae
DT10PM04	0.069338	4387	1855361	Bacteria	Candidatus Kryptonia
DT10PM04	0.06918	4377	1798710	Bacteria	Candidatus Melainabacteria
DT10PM04	0.065703	4157	74152	Bacteria	Elusimicrobia
DT10PM04	0.054924	3475	95818	Bacteria	Candidatus Saccharibacteria
DT10PM04	0.053849	3407	1817801	Bacteria	Candidatus Eisenbacteria
DT10PM04	0.046499	2942	67812	Bacteria	Candidatus Omnitrophica
DT10PM04	0.044476	2814	256845	Bacteria	Lentisphaerae
DT10PM04	0.042469	2687	1154676	Bacteria	Candidatus Eremiobacteraeota
DT10PM04	0.03523	2229	2052312	Bacteria	Candidatus Dormibacteraeota
DT10PM04	0.032496	2056	1802339	Bacteria	Candidatus Tectomicrobia
DT10PM04	0.031943	2021	1930617	Bacteria	Calditrichaeota
DT10PM04	0.03071	1943	67817	Bacteria	Candidatus Aminicenantes
